Ad ID,Car Name,Make,Model,Year,KM's driven,Price,Fuel,Registration city,Car documents,Assembly,Transmission,Condition,Seller Location,Description,Car Features
1080731534,Honda City 2012 Model,Honda,City IVTEC,2012,180000,2600000,Petrol,Lahore,Original,Imported,Manual,Used,"Millat Town, Faisalabad",Chat Piller genuine Hy Baki car shower hy new look kay leay kuch hissay paint be hy koea mager excident nai hy guaranty hy is baat ke kam gari ka sara huva hy koea masla nai kese qism ka car may jusy buy and drive,"ABS, Air Conditioning, Alloy Rims, CD Player, DVD Player, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear AC Vents, USB and Auxillary Cable"
1080748680,bolan 2016 model,Suzuki,Bolan,2016,85000,950000,Petrol,Karachi,Original,Imported,Manual,Used,"Zaman Town, Karachi","im selling my suzike bolan HiROOF all ok ha 10by10 candition ha one pise thape ha all ganine ha 2016 model . 
first owner ha 
thanks","Alloy Rims, AM/FM Radio, CD Player, Cool Box, Rear speakers, Rear Camera, USB and Auxillary Cable"
1080788618,Selling Honda City,Honda,City Aspire,2021,30000,4500000,Petrol,Karachi,Original,Local,Automatic,Used,"Gulistan-e-Jauhar, Karachi","Available For Sale 
Honda City Aspire 1.5
2021 model
2021 registered
Btb genuine 
Old shape 
White CLR
urgent sell
cash offer","ABS, Air Bags, Air Conditioning, Alloy Rims, Climate Control, DVD Player, Immobilizer Key, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear speakers, Rear Camera, Steering Switches, USB and Auxillary Cable"
1080814679,Suzuki wagon R 2017/2018,Suzuki,Wagon R,2017,125000,1790000,Petrol,Punjab,Original,Local,Manual,Used,"Johar Town Phase 2, Lahore",second owner   non accidental   family use urgent sale,"Power Locks, Power Steering, Power Windows"
1080714358,CHEVROLET JOY 2006 MODEL,Chevrolet,Joy,2006,137000,750000,Petrol,Lahore,Original,Imported,Manual,Used,"DHA Defence, Multan","AOA
JOY 2006 MODEL
LAHORE REGISTERED
PETROL DRIVEN
17-19 Km/L average
New Battery Installed
Ac installed but needs service and checkup
Contact for more details","Air Conditioning, CD Player, Power Mirrors"
1080087387,Honda Civic Ek 2001 isb Reg normal condition,Honda,Civic Oriel,2001,123456,1200000,Petrol,Islamabad,Original,Local,Manual,Used,"Jhelum, Punjab",civic Ek 2001 Islamabad reg well running condition new engine d17 non accident sunroof working,"Air Conditioning, Alloy Rims, CD Player, DVD Player, Front Speakers, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear speakers, Sun Roof, USB and Auxillary Cable"
1080116352,Suzuki Every 2016 model,Suzuki,Every,2016,195000,1650000,Petrol,Lahore,Original,Imported,Automatic,Used,"College Road, Lahore","I want to sale my suzuki every 2012,2016 model in lush condition. 
complete file and documents. 
ac working condition. 
power window and starring. 
engine condition 9.5/10. 
car condition 9/10. 
only serious buyers contact. 
sorry for car dealer","Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, Front Speakers, Power Locks, Power Steering, Power Windows, Rear Seat Entertainment, Rear Camera, Steering Switches, USB and Auxillary Cable"
1080803105,Swift GLX CVT 2022,Suzuki,Swift,2022,14700,4750000,Petrol,Punjab,Original,Local,Automatic,Used,"Gulberg 2, Lahore",Swift GLX CVT 2022 model,"ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, Cassette Player, Cool Box, Cruise Control, Climate Control, Front Speakers, Front Camera, Heated Seats, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear Seat Entertainment, Rear AC Vents, Rear speakers, Rear Camera, USB and Auxillary Cable"
1080015741,mira custom 2012 rejistered total geniune,Daihatsu,Mira,2010,105000,1800000,Petrol,Lahore,Original,Imported,Automatic,Used,"Adiala Road, Rawalpindi",Good condition mira custom 2012 register 1st owner Total Genuine seal to seal No touching no paint  climate control chill AC android panel installed alloy rim new tyres Neat and clean interior Comfortable leather seats All documents are complete keyless entry No single work is required just buy and drive good fuel average Urgent Sale Price is Slightly Negotiable,"ABS, Air Bags, Air Conditioning, Alloy Rims, Cruise Control, Climate Control, DVD Player, Front Speakers, Front Camera, Keyless Entry, Navigation System, Power Locks, Power Steering, Power Windows, Rear Seat Entertainment, Rear AC Vents, Rear speakers, Rear Camera, Steering Switches, USB and Auxillary Cable"
1080787130,2014 gli CNG,Toyota,Corolla GLI,2014,258000,3600000,CNG,Islamabad,Original,Local,Manual,Used,"Hayatabad Phase 3, Peshawar",all document original smart card internal sel to sel out shwor home car,"Air Conditioning, Alloy Rims, CD Player, Front Speakers, Power Locks"
1080236429,suzuki ravi 2005,Suzuki,Ravi,2005,120000,520000,CNG,Lahore,Original,Local,Manual,Used,"Ghauri Town, Islamabad",Suzuki Ravi 2005 original cng good conditions,"AM/FM Radio, Front Speakers, Heated Seats"
1079294962,urgent sale Wagnor vxl 2018,Suzuki,Wagon R,2018,66000,2150000,Petrol,Lahore,Original,Imported,Manual,Used,"Ghulam Mohammad Abad, Faisalabad",argent cash need for sale,"ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, Cassette Player, Cool Box, Front Speakers, Heated Seats, Keyless Entry, Power Locks, Power Steering, Power Windows, Rear Seat Entertainment, Rear AC Vents, Rear speakers, USB and Auxillary Cable"
1080804480,1.3 Toyota Corolla,Toyota,Corolla XLI,2011,198600,2045000,Petrol,Multan,Original,Local,Manual,Used,"Sahiwal Road, Arifwala",Total original condition,"ABS, Alloy Rims, AM/FM Radio, CD Player, Front Speakers, Power Steering"
1078238556,2005 modal 2006 sunroof manual 15 plus average,Honda,Civic Oriel,2005,175000,1449000,Petrol,Lahore,Original,Local,Manual,Used,"Bahria Town - Sector D, Lahore",new tyres ac chill engine own 100 percent roof pillar half bonat diggi 2 doors fender genuine in paint biometric on the spot book file card genuine 15 plus average garanted o3oo o,"ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, DVD Player, Front Speakers, Immobilizer Key, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear speakers, Sun Roof, USB and Auxillary Cable"
1080688250,Corolla XLI,Toyota,Corolla XLI,2008,100000,1750000,Petrol,Islamabad,Original,Local,Manual,Used,"Gujranwala Bypass, Gujranwala","Corolla XLI 
Minor Touch Up
Home used car
engine mechanical 95%
Alloy wheels
New tyres","Air Conditioning, Alloy Rims"
1080796918,suzuki bolan 2004 model,Suzuki,Bolan,2005,100000,1000000,Petrol,Lahore,Original,Local,Manual,Used,"Okara Road, Okara",suzuki bolan in very good condition And the engine is also in good condition,"Front Speakers, Rear speakers"
1077354023,Carry Bolan For Sale 2010 model No. 2011Original,Suzuki,Bolan,2010,17000,1000000,Petrol,Lahore,Original,Local,Manual,Used,"GT Road, Jhelum","Price Final hEi Sirf Serius Bhai Rabta Kr Skty hEn Gari Orignal hEi New Tyre Install
JazakAllah",Rear speakers
1079278379,Mehran VXR 2009. with (New engine),Suzuki,Mehran VXR,2009,80000,580000,Petrol,Karachi,Original,Local,Manual,Used,"Scheme 33, Karachi","Suzuki mehran VXR with New engine family used car all documents are clear
Contact 0/3/0/0/2/6/4/5/7/9/7","Alloy Rims, Cool Box"
1080215433,Passo in excellent condition,Toyota,Passo,2007,158000,1760000,Petrol,Karachi,Original,Imported,Automatic,Used,"Airport Road, Quetta",Passo 2007 / 13 registered white colour in super condition available with original documents.,"ABS, Air Bags, Air Conditioning, CD Player, Front Speakers, Power Locks, Power Mirrors, Power Steering, Power Windows"
1080507125,Honda City awesome condition manual ok,Honda,City IVTEC,2019,85000,3500000,Petrol,Lahore,Original,Local,Manual,Used,"Al Jannat Housing Scheme, Lahore",Honda City awesome condition mzd pic Lani h tuo whtup py sms,"ABS, Air Conditioning, Alloy Rims, AM/FM Radio, CD Player"
1080782913,Cuore 2011,Daihatsu,Cuore,2011,12345,790000,Petrol,Karachi,Original,Local,Manual,Used,"Federal B Area, Karachi","Daihatsu Cuore
model 2011
manufacturing year 2010
engine recently overhauled 
chilled ac (recently service done and gas filled)
suspension and brake work done recently 
showered for a fresh look
5000 tax remaining buyer will pay
urgent sale
prices are already reasonable. A little bit of negotiation will be possible, but don't expect miracles in concession.","Air Conditioning, AM/FM Radio, CD Player, Front Speakers, Rear speakers, USB and Auxillary Cable"
1080834201,Honda Civic Rebirth 2015 Black,Honda,Civic Prosmetic,2015,105000,3600000,Petrol,Karachi,Original,Local,Automatic,Used,"Khalid Bin Walid Road, Karachi","Honda Civic Rebirth 2015 Black Color
Condition 10/10
One piece touch
Family use Neat & Clean car

For more details Call
+","ABS, Air Bags, Air Conditioning, Alloy Rims, Climate Control, Front Speakers, Front Camera, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear AC Vents, Rear speakers, Steering Switches, USB and Auxillary Cable"
1076289664,Carry Bolin,Suzuki,Bolan,2019,12345,1350000,CNG,Karachi,Original,Local,Manual,Used,"Ghazikot Township, Mansehra",Carry Bolin genuine 2019,AM/FM Radio
1077902664,suzuki mehran vxr  lush coundation,Suzuki,Mehran VXR,2010,75000,908000,Petrol,Islamabad,Original,Local,Manual,Used,"Kuri Model Town, Islamabad",mehran vxr mray . chill AC . heater working fully genion ha seel to seel 2 ed onwer hu garie mray nam. ha isld reg ha totly orignal 75 k chali ha . price final ha jis ko chiye rabta karay agar kisi k pass swift yah city 5. yah 6 model ha exchange kr lou ga,DVD Player
1080800029,Suzuki Cultus 2007 VXR eminent blue,Suzuki,Cultus VXR,2007,57000,850000,Petrol,Islamabad,Original,Local,Manual,Used,"Airport Housing Society, Rawalpindi","Cultus VXR 2007 
Islamabad registered
Life time token paid
Original documents
Own my name
Engine overhauled 
Gear & suspension 100%
Outer showered except roof inside genuine","Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, DVD Player, Front Speakers, Rear speakers, USB and Auxillary Cable"
1080567865,Toyota Passo Hana plus C,Toyota,Passo,2010,91452,2450000,Petrol,Islamabad,Original,Imported,Automatic,Used,"I-8, Islamabad","hi i am selling my Toyota Passo 2010 registered in 2012 original file available and life time token paid 
islamabad registered Family driven car
Android screen install 
Total Genuine car Non Accidental 
Heater and Ac are perfectly Working 
Serious Buyers contact me","ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, Climate Control, Front Speakers, Immobilizer Key, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear speakers, Rear Camera, USB and Auxillary Cable"
1080494923,TOYOTA COROLLA ALTIS SR,Toyota,Corrolla Altis,2009,100000,2850000,Petrol,Lahore,Original,Local,Automatic,Used,"Satellite Town, Sargodha","2-3 piece touch total genuine 

Auto silver

Clear orginal
Documents

New tires
New brakes
Hisse ka sab kam huwa h

No work required just buy and drive","ABS, Air Bags, Alloy Rims, Cassette Player, Cruise Control, Front Speakers, Heated Seats, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear Seat Entertainment, Rear AC Vents, Rear speakers, Sun Roof, Steering Switches, USB and Auxillary Cable"
1080851454,Honda City argent sale 2011,Honda,City IVTEC,2011,150000,1900000,Petrol,Karachi,Original,Local,Manual,Used,"100 Feet Road, Bahawalpur",Honda City argent sale krni hae engine saspenshn AC ok tayer good car Hasalpor mae daki ja Sakti hae,"ABS, Air Conditioning"
1080851783,SALE HONDA CITY 2007 VARIO,Honda,City Vario,2007,130000,1820000,Petrol,Karachi,Original,Local,Automatic,Used,"Shahra-e-Faisal, Karachi","Honda city idsi vario full automatic 2007

Perfect own engine

Smooth gear shifting

installed brand New alloy wheels
and brand new tyres as you can see

Chilled AC

Fuel avg around 13 to 14 and on motor way 16 km/p

No work required. 

Excellent condition

Just buy and drive. Seriously

Tax paid

All documents

recently done hunza and skardu trip alhumdulillah

contact only serious buyers and please brokers stay away

contact ","Air Conditioning, Alloy Rims, AM/FM Radio, Front Speakers, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear speakers, Rear Camera"
1080368213,Suzuki Bolan 2011 model Total genuine,Suzuki,Bolan,2011,79000,795000,Petrol,Lahore,Original,Local,Manual,Used,"Others, Gujranwala",95% genuine ha engine bilkul ok ha chalny mein b bilkul okay ha tyre takreeban change honay waly hein price mein kami beshi ho jai gi only serious buyer can contact,"Air Conditioning, AM/FM Radio, Rear Seat Entertainment, Rear speakers, USB and Auxillary Cable"
1080677115,Toyota Corolla Altis 1.6 2018,Toyota,Corrolla Altis,2018,46500,4000000,Petrol,Karachi,Original,Local,Automatic,Used,"Airport, Karachi","3rd owner
Car is in pristine condition and is on my name
Showered for fresh look
AC is working 100%
Suspension is 100%
Body is scratchless
Average is 12-13 km/L
Family Used car","ABS, Air Bags, Air Conditioning, AM/FM Radio, CD Player, Front Speakers, Immobilizer Key, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear Camera"
1079455906,Daihatsu Move,Daihatsu,Move,2018,51000,2800000,Petrol,Karachi,Original,Imported,Automatic,Used,"Buffer Zone 1, Karachi","Daihatsu move 
Model : 2018
Registered : 2020
Variant : full option 
Milaege : 51000
Demand : 30","ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, Climate Control, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows, Steering Switches"
1080112526,Daihatsu Coure 2000 CXECO original condition,Daihatsu,Cuore,2000,123456,565000,Petrol,Karachi,Original,Local,Manual,Used,"Gulshan-e-Iqbal, Karachi","Daihatsu Coure 2000 cxeco
Chilled AC
Power windows
Inside outside original condition 
1,2 pc slightly touch-up 
Amp boofer installed
Branded rim tyre
No work required
Just buy and drive 
All documents clear","Alloy Rims, AM/FM Radio, DVD Player, Front Speakers, Rear speakers"
1080553597,"Every Orignal Japani Model 2009, Import 2014, Registeretion 2020",Suzuki,Every,2009,136000,1550000,Petrol,Sargodha,Original,Imported,Automatic,Used,"Others, Sargodha","Good Condition
Family use","ABS, Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, Cassette Player, Cruise Control, Climate Control, DVD Player, Front Speakers, Front Camera, Heated Seats, Immobilizer Key, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear Seat Entertainment, Rear AC Vents, Rear speakers, Rear Camera, USB and Auxillary Cable"
1080813954,Honda Civic 2011 For Sale,Honda,Civic Prosmetic,2011,90000,2149000,Petrol,Sialkot,Original,Local,Automatic,Used,"204 Chak Road, Faisalabad","Honda Civic 2011
Smooth Drive
Child Ac New Tyres
Android Panel System Installed
Family Use Car Neat And Clean
Just Buy And Drive
Reg---Sialkot
For More Details Plz Call Or WhatsApp ","ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, Cassette Player, DVD Player, Front Speakers, Front Camera, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear Seat Entertainment, Rear speakers, Rear Camera"
1079849730,Honda city 2006 1st owner out class condition,Honda,City IDSI,2006,175358,1745000,Petrol,Lahore,Original,Local,Manual,Used,"Social Security Workers Welfare Multi Story Flats, Lahore",Honda city 2006 working ac alloy wheels yokohama tyer fit engine smooth drive original documents token update leader cites lcd back view camera power locks 100% non accident home used car on my name sires buyer call me plz,Air Conditioning
1080933696,Full genuine Child Ac Family used No any work required,Daihatsu,Cuore,2006,123541,745000,Petrol,Karachi,Original,Imported,Manual,Used,"North Nazimabad - Block B, Karachi","bumper to bumper genuine 
chilld AC
Allow rim 
no any work required
just buy and drive
family used
Cplc cleare
All documents cleare
taxes paid
original number plates. 
new battery
strong engine","Air Conditioning, Alloy Rims, AM/FM Radio, Rear speakers, USB and Auxillary Cable"
1078539152,honda civic reborn,Honda,Civic Prosmetic,2008,180000,2000000,Petrol,Sindh,Original,Local,Manual,Used,"Cantt Avenue, Multan",New engine assembly installed / new shocks / new power pump / all seals are oka . . . . . . . Just like a new car . . . . . body shower for fresh look only this car needs no work just buy and drive. New tyres installed. Its gives me 11 12 average in city and 15 to 16 on long which is good then all reborns. interior is in very good condition. good sound system. Owned by Army Officer. Willing to exchange with another car,"ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, Front Speakers, Immobilizer Key, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear speakers, Rear Camera, Sun Roof, Steering Switches, USB and Auxillary Cable"
1080038321,hijet 2014 model 2018 registered,Daihatsu,Hijet,2014,116000,1595000,Petrol,Karachi,Original,Imported,Automatic,Used,"Shadman 2, Karachi","Hijet 
Model 2014
Registration 2018
Full Original 
Second onwer
Two power
Own engine
No work at all
Demand 1595","ABS, Air Bags, Air Conditioning, Power Locks, Power Windows"
1080086238,Toyota Altis 2010 registered in 2013,Toyota,Corrolla Altis,2010,250000,2400000,Petrol,Lahore,Original,Local,Manual,Used,"Ali Pur, Islamabad","Toyota Altis family used car perfect condition brand new Dunlop tyres engine and gear works perfectly 
for further clarifications please feel free to call me","ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, Front Speakers, Immobilizer Key, Keyless Entry, Navigation System, Power Steering, Power Windows, Rear AC Vents, Rear speakers, Rear Camera, USB and Auxillary Cable"
1080354735,mira ES/L,Daihatsu,Mira,2016,82000,2425000,Petrol,Karachi,Original,Imported,Automatic,Used,"Gulistan-e-Jauhar Block 17, Karachi","Daihatsu Mira ES/L 
Model 2016
Registered 2018 
driven 82000km
exellent drive 
Gud condition 
Suspension 100%","ABS, Air Bags, Air Conditioning, Alloy Rims"
1080643309,GLI Automatic 1.3,Toyota,Corolla GLI,2015,94000,3099999,Petrol,Sindh,Original,Local,Automatic,Used,"Bosan Road, Multan","GLI Automatic 1.3
Model 2015
Attitude Black Colour
2-3 Touch ups (Left Door+ Fender)
Interior Lush Condition
Sindh Registration 
Tax Token Paid Upto June 2024
Sound Less Engine
No Work Required 
Well Maintained 
Milage 94000
Price is slightly negotiable",Air Conditioning
1080550824,regional file book,Toyota,Corolla GLI,2017,127200,3775000,Petrol,Lahore,Original,Local,Manual,Used,"Ali View Garden - Phase 1, Lahore",regional file book gli,"ABS, Alloy Rims, AM/FM Radio, Front Speakers, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows"
1063833612,Low Mileage 4.5 Grade Mira xsa new shape,Daihatsu,Mira,2017,17000,3399000,Petrol,Karachi,Original,Imported,Automatic,Used,"Sakhi Hasan, Karachi","Mira 17/21
Low Mileage17000
Own engine in Preston condition 
suspension A1 condition
1st owner
Auction report available 4.5grade 6700km from japan
Family used as 2nd car
After market alloy rims
Return file n white plates available 
Tax paid till December 23
Price is slightly negotiable","ABS, Air Bags, Air Conditioning, AM/FM Radio, Front Speakers, Immobilizer Key, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear speakers, Rear Camera, USB and Auxillary Cable"
1080682648,City 2008 automatic for sale,Honda,City Vario,2008,180000,2025000,Petrol,Islamabad,Original,Local,Automatic,Used,"Bahria Town Phase 2, Rawalpindi",good condition Honda maintained,"Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, Cassette Player, DVD Player, Front Speakers, Front Camera, Immobilizer Key, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear Seat Entertainment, USB and Auxillary Cable"
1080438764,Wagon R Japanese 660 Eco,Suzuki,Wagon R,2011,200000,1925000,Petrol,Lahore,Original,Imported,Automatic,Used,"Dalazak Road, Peshawar","Wagon R Japanese 660cc
2011 model 14 import
lahore reg token lifetime
Eco -tec
confrm average of 17 in local 21 in long
few pieces are repainted but not a single damage in any seal, All seals are intact
Engine gear suspension everything is perfectly fine no work required
All gadgets are working 
Alloy wheels installed
new battery installed recenty about 3 weeks ago
Family Used","ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, Cool Box, DVD Player, Front Speakers, Front Camera, Immobilizer Key, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear speakers, Rear Camera, Steering Switches, USB and Auxillary Cable"
1079299769,suzuki bolan kohat.  whattsapp plz,Suzuki,Bolan,2021,30000,1920000,Petrol,Islamabad,Original,Local,Manual,Used,"Kohat Road, Rawalpindi",car lini hain is liyi nichni hain,"Alloy Rims, AM/FM Radio, Keyless Entry"
1080707585,SUZUKI ALTO ENE CHARGE 2016 b2b geniun,Suzuki,Alto,2016,63000,2630000,Petrol,Islamabad,Original,Imported,Automatic,Used,"Jinnahabad, Abbottabad",Suzuki alto ene charge japanise 2016 model 2019 import nd registtred islamabad number own my name. b2b geniun outclass condition interior nd extrior new tyrees battery low miilage car 63k driven own my name outclass petrol averge in local 17 18 nd long 21 plus ONLY SERIOUS BUYERS,"ABS, Air Bags, Alloy Rims, AM/FM Radio, Climate Control, Front Speakers, Heated Seats, Keyless Entry, Power Locks, Power Steering, Power Windows, Rear speakers, Rear Camera"
1080282184,Suzuki Bolan 2020,Suzuki,Bolan,2020,53000,1585000,Petrol,Lahore,Original,Local,Manual,Used,"Saddar, Lahore","zabar das carry box hai. . . . . . 
total Janeane hai. . . fit car hai just buy n drive
bilkul new tyr Hain . . . . original papers avaliable",CD Player
1080825941,Suzuki every PA 2013/17 location in gujranwala,Suzuki,Every,2013,72500,1750000,Petrol,Lahore,Original,Imported,Automatic,Used,"Gujrat Bypass, Gujrat",family van not rent use brand new tyre,"ABS, Air Bags, Air Conditioning, USB and Auxillary Cable"
1080645134,Sentro 2006/7 genien RS. 845000,Hyundai,Santro,2006,96532,845000,Petrol,Lahore,Original,Local,Manual,Used,"Cantt, Okara",file book bio matric avalable,"ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, DVD Player, Front Speakers, Heated Seats, Immobilizer Key, Navigation System, Power Steering"
1080735286,Honda City 2006 Model,Honda,City IDSI,2006,100000,1500000,Petrol,Faisalabad,Original,Local,Manual,Used,"Abdullahpur, Faisalabad","chat pillar original ha baki shower andar se 100% original ha NoN accident Alhumdulillah
Doora k niche halaka halka Zung ha Sari pics shair ki hain kindly check
Engine New assembly Swap 100% Ac heater Ok New Tyre 15"" Size Android Panel Back Camera
Original document hain Mere name par ha Sirf wohi contact krein jis ne gar k liye leni ha or fori apne name karwani ha","Air Conditioning, Power Steering, Power Windows, Rear speakers, Rear Camera, USB and Auxillary Cable"
1080734859,Honda city aspire 1.5 M/T,Honda,City Aspire,2017,75000,3000000,Petrol,Karachi,Original,Local,Manual,Used,"Gulshan-e-Iqbal, Karachi","Honda City Model 2017 End
Aspire 1.5 Manual 
Honda Maintained 
75k Mileage 
1st Owner. 
Outer Bonut, chath, pillar, one side complete genuine. 

brokers bari meherbani offer de kr APNA aur Mera time kharab na karein. JAZAK ALLAH","ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, DVD Player, Front Speakers, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear Camera, Steering Switches, USB and Auxillary Cable"
1080306359,Hyundai santroo exective 2005,Hyundai,Santro,2005,77000,950000,Petrol,Lahore,Original,Imported,Automatic,Used,"D Type Colony, Faisalabad","very neat and clean car
ac working need refill gass
engine 100 percent
 chat and pillars genuine other some more parts genuine
tyres 80 percent
alloy rim installed 
indrio lcd installed
at my own name 
file available 
smart card as deliver from excise will give back","Front Speakers, Keyless Entry, Power Locks, Power Steering, Power Windows, USB and Auxillary Cable"
1080482905,Daihatsu Move 660cc 1997/2007,Daihatsu,Move,2007,15000,1000000,Petrol,Karachi,Original,Imported,Manual,Used,"Sikanderpur Road, Haripur",Full genuine condition Only one back door touch-up,"ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, DVD Player, Front Camera, Heated Seats, Navigation System, Power Mirrors, Power Steering, Power Windows, Rear speakers, Rear Camera, Sun Roof, USB and Auxillary Cable"
1080770185,Suzuki wagon r Vxl 2021,Suzuki,Wagon R,2021,38000,2850000,Petrol,Punjab,Original,Local,Manual,Used,"BZU Road, Multan","The car is in very good condition. passenger side front door has a small touching. kept with care. . seeing is believing. no foolish offers, price is almost final","Air Conditioning, Front Speakers"
1080272294,2021/22 total orginal car,Suzuki,Wagon R,2021,38000,2800000,Petrol,Punjab,Original,Imported,Manual,Used,"Daska Road, Sialkot",bumper tou bumper junine brand new car engine 100% suspion % lush condition All documents clear bio matric available,"ABS, Air Bags, AM/FM Radio, CD Player, Front Speakers, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows"
1080357694,Mitsubishi lancer in new good condition,Mitsubishi,Lancer,2004,35000,1320000,Petrol,Wah,Original,Imported,Manual,Used,"GT Road, Wah","Mitsubishi lancer Glx haa bht achi garii hai or   japani haa . chaat digi and bonat original hain baki gadi shawer haa for fresh look . chilled Ac haa . average long par  17 or 18 and local maa 12or 13 fuel ma bohat achi ha gadi . engine bilkul theek haa 100percent . new tyres are new 5 k 5  new hain documents original hain gadi maray naam par haa biomatric available ha . gadi maa bilkul kaam nahi haa all okay haa just buy and drive chaska party stay away . car is non accidental bilkul original haa contact on this numbeer :0/3/0/6/8/9//9//5//5//8//0 for call and whatsapp name Abdul Kabeer near g. t road savour food,wahcantt exchange possible","ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, Cool Box, Power Locks, Power Mirrors, Power Steering, Power Windows"
1071068845,Suzuki wagon R vxl 2019,Suzuki,Wagon R,2019,72800,1900000,Petrol,Lahore,Original,Local,Manual,Used,"Mahmoodabad, Faisalabad",wagon R vxl 19 model,Alloy Rims
1080973867,Mitsubishi ek wagon 85%,Mitsubishi,Ek Wagon,2008,156976,1700000,Petrol,Faisalabad,Original,Imported,Automatic,Used,"Ghulam Mohammad Abad, Faisalabad","I want to sale my home used car
car on my name 
biometric available 
engine 50% ok
full option car 
android panal 
all documents are org 
urgent for sale","ABS, Air Conditioning, AM/FM Radio, CD Player"
1080876500,family used cuore car for urgent sale,Daihatsu,Cuore,2005,100000,665000,Petrol,Karachi,Original,Local,Manual,Used,"Nazimabad, Karachi","I'm selling my cuore, body overall genuine few  tuch ups new tyres and new battery installed no work required . . .","Alloy Rims, AM/FM Radio, CD Player, USB and Auxillary Cable"
1080625424,Honda city 2018 i vtec 1.5 manual,Honda,City IVTEC,2018,42000,3670000,Petrol,Islamabad,Original,Local,Manual,Used,"Dhok Firdous, Jhelum","42000 kms driven 
Token paid 
Oild changed 2 weeks ago 
Zero touching 
Just like brand new","Air Conditioning, Front Speakers, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear speakers, USB and Auxillary Cable"
1078800254,"GLX CVT Suzuki Swift ""End 2022 Model""",Suzuki,Swift,2022,12500,4490000,Petrol,Islamabad,Original,Local,Automatic,Used,"Chaklala, Rawalpindi","Army Offr's Car
Registered on Own Name
Excellent Condition. . . . .","ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, Cruise Control, Climate Control, Front Speakers, Immobilizer Key, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear Camera, Steering Switches, USB and Auxillary Cable"
1080911399,Honda city Excellent condition,Honda,City IVTEC,2016,120000,3300000,Petrol,Islamabad,Original,Local,Manual,Used,"I-8, Islamabad","I want to sell my car in total genuine condition,2nd owner,Islamabad registered.","ABS, Air Conditioning, AM/FM Radio, CD Player, Power Locks, Power Mirrors, Power Steering, Power Windows"
1080857530,Suzuki Cults 2006 modal,Suzuki,Cultus VXR,2006,90000,650000,Petrol,Rahimyar Khan,Original,Local,Manual,Used,"Green Homes, Multan","Outer shower inner genuine. . engine,Suspension sub ok","Air Conditioning, AM/FM Radio, DVD Player"
