municipio,barrio,actividad_principal,codigo_ciiu,clasificación_de_la_empresa,sector_económico,nombre_cargo,numero_de_vacantes,numero_días_a_laborar_por_semana,salario_honorarios,tipo_de_contrato,duración_contrato_(meses),discapacidad,rango_edad,sexo,nivel_educativo,título,nivel_educativo_finalizado,capacitación_específica,manejo_programas_informáticos,programas_informáticos,años_de_experiencia_requerida,disponibilidad_fuera_ciudad,requiere_vehiculo,vehiculo,categoria,visa_pasaporte,idiomas
medellin,no dato,no dato,no dato,no dato,no dato,topografo,1,6,2000000,termino indefinido,6,no dato,mayor o igual que 18,indiferente,tecnologico,tecnologo,no,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,residente sst,1,6,2600000,termino indefinido,6,no dato,mayor o igual que 18,indiferente,tecnologico,tecnolog,no,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,residente civil,1,6,5000000,termino indefinido,6,no dato,mayor o igual que 18,indiferente,tecnologico,tecnologo,no,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,ayudante de obra comuna 60,5,6,781242,obra o labor,6,no dato,mayor o igual que 18,masculino,ninguno,-,no,trabajo seguro en alturas,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,ayudante de obra comuna 7,5,6,781242,obra o labor,6,no dato,mayor o igual que 18,masculino,ninguno,-,no,trabajo seguro en alturas,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,ayudante de obra comuna 1,5,6,781242,obra o labor,6,no dato,mayor o igual que 18,masculino,ninguno,-,no,trabajo seguro en alturas,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,residente social,1,5,781242,obra o labor,3,no dato,mayor o igual que 24,indiferente,ninguno,ninguno,no,no aplica,no,no aplica,6 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,residente social,2,5,2200000,obra o labor,3,no dato,mayor o igual que 25,indiferente,ninguno,ninguno,no,no aplica,no,no aplica,7 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,residente social,5,5,781242,obra o labor,3,no dato,mayor o igual que 26,indiferente,ninguno,ninguno,no,no aplica,no,no aplica,8 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,ayudante de obra,2,6,781242,obra o labor,3,no dato,mayor o igual que 18,masculino,primaria (1° - 5°),primaria,no,no aplica,no,no aplica,3 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,director residente de obra,1,6,4000000,obra o labor,3,no dato,mayor o igual que 19,masculino,primaria (1° - 5°),primaria,no,no aplica,no,no aplica,3 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,maestro obra,1,6,1800000,obra o labor,3,no dato,mayor o igual que 20,masculino,primaria (1° - 5°),primaria,no,no aplica,no,no aplica,3 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,oficial de obra,3,6,1200000,obra o labor,3,no dato,mayor o igual que 21,masculino,primaria (1° - 5°),primaria,no,no aplica,no,no aplica,3 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,resident de obra,1,6,900000,obra o labor,3,no dato,mayor o igual que 22,masculino,primaria (1° - 5°),primaria,no,no aplica,no,no aplica,3 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,residente social,1,6,900000,obra o labor,3,no dato,mayor o igual que 23,masculino,primaria (1° - 5°),primaria,no,no aplica,no,no aplica,3 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,tecnologo en obra civil,1,6,900000,obra o labor,3,no dato,mayor o igual que 24,masculino,primaria (1° - 5°),primaria,no,no aplica,no,no aplica,3 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,asesor de servicio al cliente domótica (bilingüe),1,5,4312001-4928000,termino indefinido,6,no dato,mayor o igual que 18,indiferente,tecnologico,"sietemas de información, mecatronica, electrónica",si,domótica,si,office,2 años,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,profesional en seguridad y salud en el trabajo,1,6,2800000,termino indefinido,6,no dato,mayor o igual que 18,femenino,especialización,profesional en seguridad y salud en el trabajo,no,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,ayudante de construccion,5,6,828116,obra o labor,12,no dato,menor o igual que 60,indiferente,ninguno,ninguno,no,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,ayudante de pilotaje,1,6,828116,prestación de servicios,3,no dato,mayor o igual que 18,masculino,primaria (1° - 5°),primaria,no,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,ayudante monc a,5,6,828116,prestación de servicios,3,no dato,mayor o igual que 18,masculino,primaria (1° - 5°),primaria,no,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,oficial de construcción,1,6,900000 - 1371000,termino indefinido,6,no dato,mayor o igual que 18,masculino,ninguno,no aplica,no dato,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,profesional a seguridad y salud en el trabajo,1,6,5200000,obra o labor,3,no dato,mayor o igual que 18,indiferente,profesional,no aplica,si,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,profesional a residente redes humedas,1,6,4500000,obra o labor,3,no dato,mayor o igual que 18,indiferente,profesional,no aplica,si,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,profesional a residente movimiento de tierras y/o urbanismo,2,6,4500000,obra o labor,3,no dato,mayor o igual que 18,indiferente,profesional,no aplica,si,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,profesional a residente de estructuras,2,6,4200000,obra o labor,3,no dato,mayor o igual que 18,indiferente,profesional,no aplica,si,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,profesional a ingeniero ambiental,1,6,6800000,obra o labor,3,no dato,mayor o igual que 18,indiferente,profesional,no aplica,si,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,profesional a director interventoria,1,6,5500000,obra o labor,3,no dato,mayor o igual que 18,indiferente,profesional,no aplica,si,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,profesional a director de oficina tecnica,1,6,9000000,obra o labor,3,no dato,mayor o igual que 18,indiferente,profesional,no aplica,si,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,profesional a dirección,1,6,4500000,obra o labor,3,no dato,mayor o igual que 18,indiferente,profesional,no aplica,si,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,profesional a bim,1,6,2400000,obra o labor,3,no dato,mayor o igual que 18,indiferente,profesional,no aplica,si,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,profesional a auxiliar administrativo,2,6,4200000,obra o labor,3,no dato,mayor o igual que 18,indiferente,profesional,no aplica,si,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,profesional a area social,2,6,1171862,obra o labor,3,no dato,mayor o igual que 18,indiferente,profesional,no aplica,si,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,pilero,3,6,828116,obra o labor,3,no dato,mayor o igual que 18,indiferente,ninguno,no aplica,no,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,operador maquinero,1,6,900000,obra o labor,3,no dato,mayor o igual que 18,indiferente,ninguno,no aplica,no,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,operador de vibro compactador,1,6,828116,obra o labor,3,no dato,mayor o igual que 18,indiferente,ninguno,no aplica,no,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,operador de pajarita,1,6,828116,obra o labor,3,no dato,mayor o igual que 18,indiferente,ninguno,no aplica,no,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,soldador,3,6,900000-1500000,termino indefinido,6,no dato,mayor o igual que 20,indiferente,media (10° - 13°),bachiller,no,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,operador de volqueta,1,6,1339000,obra o labor,6,no dato,igual 25,masculino,ninguno,no aplica,no,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,moc a almacenista,1,6,1700000,obra o labor,6,no dato,igual 25,masculino,ninguno,no aplica,no,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,moc a auxiliar de almacen,1,6,1050000,obra o labor,6,no dato,igual 25,masculino,ninguno,no aplica,no,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,ayudante de construcción,1,6,828116,obra o labor,6,no dato,igual 25,masculino,ninguno,no aplica,no,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,oficial de construcción,1,6,1371000,obra o labor,6,no dato,igual 25,masculino,ninguno,no aplica,no,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,maestro de obra (encargado),1,6,1300000,obra o labor,6,no dato,igual 25,masculino,ninguno,no aplica,no,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,ayudante de construcción,2,6,828116,obra o labor,6,no dato,igual 25,masculino,ninguno,no aplica,no,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,operador de doble troque,1,6,1339000,obra o labor,3,no dato,mayor o igual que 19,masculino,primaria (1° - 5°),primaria,no,no aplica,no,no aplica,0,no,no,no aplica,c3,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,profesional a residente estructura,1,6,5200000,prestación de servicios,6,no dato,mayor o igual que 25,indiferente,profesional,ingeniero,si,no aplica,no,no aplica,6 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,coordinador sst,1,6,1100000,obra o labor,3,no dato,mayor o igual que 18,masculino,primaria (1° - 5°),primaria,no,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,oficial,2,6,828116,obra o labor,3,no dato,mayor o igual que 18,masculino,primaria (1° - 5°),primaria,no,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,ayudante,3,6,828116,obra o labor,3,no dato,mayor o igual que 18,masculino,primaria (1° - 5°),primaria,no,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,oficial civil de mantenimiento,1,6,840000,obra o labor,6,no dato,mayor o igual que 18,indiferente,media (10° - 13°),bachiller,si,trabajo seguro en alturas,no,no aplica,2 años,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,ayudante de construcción,11,6,781242,obra o labor,3,no dato,mayor o igual que 18,masculino,ninguno,no aplica,no,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,auxiliar vial,4,6,781242,obra o labor,3,no dato,mayor o igual que 18,masculino,ninguno,no aplica,no,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,auxiliar de bodega,1,6,950000,termino fijo,12,no dato,entre 18 y 30,masculino,media (10° - 13°),bachiller académico,si,no aplica,no,no aplica,6 meses,no,si,moto,a2,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,palero,1,6,953116,obra o labor,3,no dato,mayor o igual que 18,indiferente,ninguno,no aplica,no,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,tecnologo sst,1,6,2200000,termino indefinido,6,no dato,mayor o igual que 20,indiferente,tecnologico,tecnologo,si,no aplica,no,no aplica,6 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,tecnologo ambiental,1,6,2200000,termino indefinido,6,no dato,mayor o igual que 20,indiferente,tecnologico,tecnologo,si,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,prfesional social,2,6,2800000,termino indefinido,6,no dato,mayor o igual que 20,indiferente,profesional,profesional,si,no aplica,no,no aplica,6 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,oficial de construcción con moto,4,6,900000,obra o labor,3,no dato,mayor o igual que 18,indiferente,ninguno,ninguno,no,no aplica,no,no aplica,1 año,no,si,moto,a2,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,auxiliar contable,1,6,900000,termino indefinido,6,no dato,mayor o igual que 18,indiferente,técnico,técnico contable,si,niff,si,software siigo,1 año,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,oficial de obra,5,6,616000-1232000,obra o labor,6,no dato,menor o igual que 60,indiferente,ninguno,ninguno,no,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,pilero,12,6,828116,obra o labor,3,no dato,mayor o igual que 18,masculino,ninguno,no aplica,no,no aplica,no,no aplica,6 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,auxiliar de obra,30,6,828116,obra o labor,3,no dato,entre 18 y 50,indiferente,ninguno,no aplica,no,no aplica,no,no aplica,12 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,auxiliar de cocina o cocinero,1,6,900000,termino fijo,3,no dato,mayor o igual que 18,indiferente,secundaria (6° - 9°),secundaria,si,manipulación de alimentos,no,no aplica,6 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,auxiliar de cocina,1,6,900000,termino fijo,3,no dato,mayor o igual que 18,indiferente,secundaria (6° - 9°),secundaria,si,curso de manipulación de alimentos,no,no aplica,6 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,técnico mantenimiento y reparación de equipos de computo,1,6,850000,termino fijo,6,no dato,mayor o igual que 18,indiferente,técnico,tecnico en computo,si,"windows server, office, programa de acceso remoto, antivirus",no,no aplica,1 año,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,vendedor,1,6,689455,termino indefinido,6,fisica: disfonia muscular,entre 19 y 40,indiferente,media (10° - 13°),bachiller,si,no aplica,no,no aplica,3 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,peluquero canino,1,6,616000-1232000,prestación de servicios,3,no dato,mayor o igual que 18,indiferente,ninguno,-,no,no aplica,no,no aplica,12 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,tecnico,4,6,740000,termino fijo,10,no dato,mayor o igual que 18,masculino,primaria (1° - 5°),0,no,servicio tecnico,no,no aplica,0,no,si,moto,a1,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,soporte tecnico en sistemas,1,6,1000000,obra o labor,6,no dato,entre 19 y 45,masculino,técnico,tecnico en sistemas,si,no aplica,si,"word, excel, power point",6 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,operario metalmecanica,1,6,1200000,obra o labor,3,no dato,menor o igual que 40,indiferente,media (10° - 13°),media,si,no aplica,no,no aplica,12 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,vendedor de planes vacacionales,1,6,781242,termino fijo,12,no dato,entre 25 y 45,indiferente,media (10° - 13°),bachiller,si,no aplica,si,office,2 años,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,auxiliar de operaciones,1,6,800000,termino fijo,3,no dato,entre 20 y 40,masculino,secundaria (6° - 9°),bachiller,no,no aplica,si,office,0,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,operario(a) de confección,2,5,64435,termino indefinido,6,no dato,entre 18 y 40,indiferente,secundaria (6° - 9°),bachiller,no,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,auxiliar de cocina,2,6,869454,termino fijo,3,no dato,entre 18 y 35,masculino,media (10° - 13°),bachiller,si,no aplica,no,no aplica,1 año,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,mesero,1,6,781242,prestación de servicios,3,no dato,mayor o igual que 18,masculino,primaria (1° - 5°),quinto de primaria,si,no aplica,no,no aplica,6 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,cajera,1,4,737717,termino fijo,6,no dato,entre 20 y 45,femenino,media (10° - 13°),bachiller,si,no aplica,no,no aplica,12 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,mesera,1,6,737717,termino fijo,6,no dato,entre 20 y 40,femenino,secundaria (6° - 9°),secundaria,si,no aplica,no,no aplica,6 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,auxiliar de cocina,1,6,737717,termino fijo,3,no dato,entre 30 y 45,femenino,primaria (1° - 5°),primaria,no,no aplica,no,no aplica,6 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,operario de producción,1,6,737717,termino indefinido,6,no dato,mayor o igual que 18,indiferente,ninguno,ninguno,no,manipulación de alimentos,no,no aplica,6 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,mensajero,1,6,737717,termino fijo,3,no dato,menor o igual que 21,indiferente,primaria (1° - 5°),primaria,no,no aplica,no,no aplica,6 meses,no,si,moto,a2,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,mensajero con moto,1,6,616000-1232000,termino fijo,11,no dato,mayor o igual que 18,masculino,media (10° - 13°),bachiller,si,no aplica,no,no aplica,1 año,no,si,moto,a2,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,asesor comercial,1,6,689454,termino fijo,5,no dato,entre 19 y 30,femenino,secundaria (6° - 9°),ninguno,no,no aplica,si,"word, redes sociales, internet",0,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,facilitador logistico- (mensajero),1,6,737717,termino fijo,5,no dato,entre 22 y 45,indiferente,media (10° - 13°),bachiller,no,no aplica,no,no aplica,12 meses,si,si,moto,a2,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,carpintero,10,6,644350,obra o labor,6,no dato,menor o igual que 18,indiferente,ninguno,no aplica,no,no aplica,no,no aplica,0,no,no,no aplica,b2,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,ingenieros eléctricos,5,6,2000000,termino indefinido,6,no dato,entre 24 y 35,masculino,profesional,ingeniero electromecánico,si,competencia retie,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,ingenieros eléctricos,5,6,2000000,termino indefinido,6,no dato,entre 24 y 35,masculino,profesional,ingeniero electromecánico,si,competencia retie,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,cocinero,1,6,800000,termino indefinido,6,no dato,mayor o igual que 18,indiferente,secundaria (6° - 9°),basica secundaria,si,no aplica,no,no aplica,0,no,si,moto,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,conductor,1,6,781242,termino fijo,3,no dato,entre 19 y 35,indiferente,secundaria (6° - 9°),secundaria,no,no aplica,no,no aplica,6 meses,no,no,no aplica,c1,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,mensajero polifuncional,1,6,616000-1232000,termino fijo,12,no dato,menor o igual que 45,indiferente,media (10° - 13°),bachiller,si,no aplica,no,no aplica,12 meses,no,si,moto,a1,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,"licenciado en educacion fisica, recreacion y deportes.",1,4,1000000,prestación de servicios,6,no dato,entre 40 y 50,masculino,profesional,licenciado en educacion fisica recreacion y deportes,si,educacion experiencial,si,paquete office e internet,2 años,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,conductor de camión,1,6,1200000,termino fijo,3,no dato,mayor o igual que 18,indiferente,ninguno,ninguno,no,no aplica,no,no aplica,2 años,no,no,no aplica,c2,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,auxiliar de almacen,1,5,750000,termino fijo,12,no dato,entre 30 y 40,masculino,media (10° - 13°),bachiller,si,no aplica,si,office,6 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,auxiliar de almacen,1,5,750000,termino fijo,12,no dato,entre 25 y 40,masculino,técnico,"ventas, mercadeo",si,no aplica,si,manejo de software contable,12 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,asesor comercia,3,6,1232001-1848000,termino indefinido,6,no dato,menor o igual que 40,indiferente,tecnologico,tecnologo en ingeniera industrial administraciones de empresas y afines,si,politivas de sg sst office,si,office,36 meses,no,si,carro o moto,b2,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,asesores comerciales,30,6,644350,obra o labor,6,no dato,entre 18 y 35,indiferente,técnico,tecnico en mercadeo y ventas,si,no aplica,si,paquete office,6 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,asesor(a) comercial,3,6,644350,termino indefinido,6,no dato,entre 24 y 45,indiferente,técnico,mercadeo y ventas o afines,si,no aplica,si,paquete office,2 años,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,conductor,2,6,700000,termino indefinido,6,no dato,mayor o igual que 18,masculino,secundaria (6° - 9°),secundaria,si,no aplica,no,no aplica,3 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,coordinador de cartera,1,6,1000000,termino indefinido,6,no dato,entre 25 y 40,indiferente,tecnologico,tecnologo en carreras administrativas,si,no aplica,si,preferiblemente siigo,3 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,conductor,1,6,800000,termino indefinido,6,no dato,mayor o igual que 18,masculino,ninguno,no aplica,no,no aplica,no,no aplica,2 años,no,no,no aplica,"b2,c2",no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,practicantes  gestión administrativa,2,6,828116,aprendizaje,6,no dato,menor o igual que 35,indiferente,técnico,gestión administrativa,no,no aplica,si,herramientas ofimáticas,0,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,practicantes  gestión administrativa,1,5,828116,aprendizaje,6,no dato,mayor o igual que 18,indiferente,técnico,técnico en mercadeo,no,no aplica,si,office,0,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,practicante en mercadeo y ventas,1,5,828116,aprendizaje,6,no dato,mayor o igual que 18,indiferente,técnico,técnico en mercadeo,no,no aplica,si,office,0,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,auxiliar operativo,3,6,828116,obra o labor,3,no dato,mayor o igual que 18,indiferente,secundaria (6° - 9°),basica secundaria,si,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,oficial segundo - cuo,6,6,1261320,termino fijo,6,no dato,entre 18 y 60,indiferente,primaria (1° - 5°),primaria,no,no aplica,no,no aplica,24 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,ayudante de construcción 2 - cuo,40,6,784242,termino fijo,6,no dato,mayor o igual que 35,indiferente,primaria (1° - 5°),primaria,no,no aplica,no,no aplica,2 años,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,auxiliar de servicios generales,1,6,781242,termino fijo,6,no dato,mayor o igual que 35,femenino,primaria (1° - 5°),primaria,si,no aplica,no,no aplica,24 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,ayudante de construcción - cuo,20,6,828116,obra o labor,6,no dato,mayor o igual que 18,indiferente,primaria (1° - 5°),primaria,si,no aplica,no,no aplica,12 meses,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,auxiliar de topografia,3,6,616000-1232000,termino fijo,3,no dato,mayor o igual que 18,indiferente,ninguno,-,no,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,auxiliar de servicios generales,1,6,828116,termino fijo,3,no dato,mayor o igual que 35,femenino,primaria (1° - 5°),primaria,no,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,ayudante de construcción - cuo,15,6,828116,obra o labor,3,no dato,mayor o igual que 20,indiferente,primaria (1° - 5°),primaria,no,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,tecnologo en seguridad y salud en el trabajo,1,6,2500000,obra o labor,3,no dato,mayor o igual que 18,indiferente,tecnologico,seguridad y salud en el trabajo,si,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,tecnologo en construcción civil,2,6,2200000,obra o labor,3,no dato,mayor o igual que 18,indiferente,tecnologico,seguridad y salud en el trabajo,si,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,residente socio ambiental,1,6,2500000,obra o labor,3,no dato,mayor o igual que 18,indiferente,profesional,ingeniero ambiental,si,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,oficial de construcción,5,6,900000 - 1100000,obra o labor,3,no dato,mayor o igual que 18,indiferente,primaria (1° - 5°),primaria,si,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
medellin,no dato,no dato,no dato,no dato,no dato,maestro de obra,1,6,1700000,obra o labor,3,no dato,mayor o igual que 18,indiferente,secundaria (6° - 9°),secundaria,si,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
